"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.942961958E0,-4.467306380E-1,4.246066012E-1,1.444589710E-1,6.330303492E-1
2.952931958E0,-2.977766748E-1,-2.587478807E-2,4.398263919E-1,5.317778744E-1
2.962901958E0,7.253137726E-1,-2.454971399E-1,-9.250809717E-1,1.200884557E0
2.972870958E0,5.518867450E-1,2.545468390E-2,-1.643806102E0,1.734164185E0
2.982840958E0,3.271142936E-1,-2.109328229E-3,-1.745440650E-1,3.707746498E-1
2.992810958E0,1.617994372E-1,3.516393433E-1,4.251054418E-1,5.749294933E-1
3.002780958E0,1.176543112E-1,3.903509441E-1,-2.479061562E-1,4.771518195E-1
3.012750958E0,6.510315489E-2,1.725313437E-1,-7.368427277E-1,7.595674365E-1
3.022720958E0,2.802789733E-3,-7.293475108E-2,-1.600786382E-1,1.759332372E-1
3.032690958E0,-7.435151316E-2,9.870350355E-2,1.076580575E0,1.083649512E0
3.042660958E0,-3.059698481E-1,1.546974639E-1,1.146616770E0,1.196778539E0
3.052630958E0,-1.459949249E-1,1.363152980E-1,1.717409098E-1,2.634223200E-1
3.062600958E0,-3.046214071E-1,-2.082565888E-1,2.607729542E-1,4.518490258E-1
3.072569958E0,-1.387862582E-1,-2.342780324E-1,1.896164328E-1,3.318165359E-1
3.082539958E0,-1.160243633E-1,-3.987396886E-1,4.285389268E-1,5.967416560E-1
3.092509958E0,1.582764167E-1,-2.069818958E-1,-2.785917592E-1,3.814528773E-1
3.102479958E0,2.527819300E-1,-2.121982335E-1,-1.377340883E-1,3.576275626E-1
3.112449958E0,2.824729582E-1,-1.166258591E-1,-1.561311829E-1,3.431756247E-1
3.122419958E0,4.615846854E-1,1.064343997E-2,-3.190299332E-1,5.612074508E-1
3.132389958E0,1.043007690E-1,-1.933511773E-1,5.058250844E-2,2.254371716E-1
3.142359958E0,6.450279202E-2,-1.789050098E-1,5.251735210E-2,1.972959325E-1
3.152329958E0,-6.193878796E-2,-2.560504870E-1,-3.172851241E-1,4.123931563E-1
3.162299958E0,-1.459669314E-1,-2.850831918E-1,-7.298260689E-1,7.970099511E-1
3.172268958E0,2.094919228E-1,-6.957262035E-2,-6.664071679E-3,2.208429874E-1
3.182238958E0,7.291686226E-2,6.485645721E-2,4.205826205E-1,4.317556827E-1
3.192208958E0,-1.671744902E-1,1.162113828E-1,2.112809515E-1,2.934144443E-1
3.202178958E0,-4.023403675E-1,1.756668218E-1,2.550420982E-1,5.077234241E-1
3.212148958E0,-3.482375428E-1,-7.567342244E-2,4.911661148E-5,3.563647787E-1
3.222118958E0,-8.687272249E-2,-2.414655578E-1,-1.150732040E-2,2.568752692E-1
3.232088958E0,9.027178204E-2,-3.158637390E-1,-1.267834228E-1,3.521263020E-1
3.242058958E0,7.585654993E-2,-3.447458415E-1,-2.402965897E-1,4.270203302E-1
3.252028958E0,5.821056671E-2,-2.223578437E-1,-5.015501851E-1,5.517101312E-1
3.261998958E0,-1.579455008E-1,-2.025309039E-1,-5.771289557E-1,6.316988047E-1
3.271967958E0,-1.900962699E-1,-2.082366169E-1,1.431924641E-1,3.162327659E-1
3.281937958E0,-1.103077233E-1,-1.674408126E-1,5.396711075E-1,5.757161834E-1
3.291907958E0,1.170274166E-1,-8.540236702E-2,-2.293529409E-1,2.712779977E-1
3.301877958E0,1.669065415E-1,-1.174631255E-1,1.265980661E-2,2.044887532E-1
3.311847958E0,2.129426206E-1,-1.078436701E-1,2.957410580E-1,3.800494576E-1
3.321817958E0,9.227582384E-2,-7.846840980E-2,2.702232242E-2,1.241061034E-1
3.331787958E0,9.175414257E-2,-5.666838186E-2,4.687531525E-1,4.809985927E-1
3.341757958E0,1.587377255E-1,-2.045371201E-1,4.598618764E-1,5.277367188E-1
3.351727958E0,1.528036787E-1,-3.295210441E-1,-5.046725982E-1,6.217937875E-1
3.361696958E0,-5.024980187E-2,-3.009086079E-1,-4.211620796E-1,5.200466615E-1
3.371666958E0,-1.112373209E-1,-7.707037708E-2,9.111067110E-1,9.211020701E-1
3.381636958E0,-4.589008134E-2,3.764757207E-2,4.305480301E-1,4.346203464E-1
3.391606958E0,6.034293663E-2,-2.159952326E-2,-6.897170931E-1,6.926885865E-1
3.401576958E0,1.361260675E-1,-2.407442124E-1,-2.332208741E-1,3.617734901E-1
3.411546958E0,1.683906745E-2,-4.967350030E-1,1.871360439E-1,5.310829656E-1
3.421516958E0,-2.798417112E-1,-3.743277825E-1,-6.009358943E-1,7.612861624E-1
3.431486958E0,-1.032345658E-1,-6.134799991E-2,-1.117473078E-1,1.640378415E-1
3.441456958E0,-1.814526965E-1,-6.433866799E-2,4.462659305E-1,4.860224542E-1
3.451425958E0,1.046713728E-1,-1.093574959E-1,-5.758513391E-2,1.619605071E-1
3.461395958E0,3.441033421E-1,-1.467628836E-1,-4.786168206E-1,6.074705878E-1
3.471365958E0,2.182612479E-1,-3.164494839E-1,-2.166527885E-1,4.412671288E-1
3.481335958E0,-1.127960790E-1,-4.818220084E-1,-6.322711229E-2,4.988717981E-1
3.491305958E0,-1.395362002E-1,-1.840619434E-1,-4.760165638E-1,5.290944331E-1
3.501275958E0,5.026295811E-2,4.410894636E-2,9.809557950E-1,9.832325442E-1
3.511245958E0,6.874999020E-2,1.005801309E-1,4.266684026E-1,4.437215902E-1
3.521215958E0,6.362578277E-2,-8.796576809E-2,-2.371882099E-1,2.608533371E-1
3.531185958E0,-1.593234703E-2,-3.375775571E-1,1.865320265E-1,3.860137869E-1
3.541155958E0,9.931755256E-2,-4.772546751E-1,3.639640313E-1,6.083632281E-1
3.551124958E0,2.154582024E-2,-6.218890261E-1,-5.234637952E-1,8.131571361E-1
3.561094958E0,-3.719563711E-2,-6.553481097E-1,-6.983867598E-1,9.584407788E-1
3.571064958E0,-3.113363861E-1,-6.344410247E-1,-3.714794576E-2,7.076904189E-1
3.581034958E0,-1.576034753E-1,-2.477280536E-1,5.683932155E-1,6.397490848E-1
3.591004958E0,6.848485552E-2,1.531321643E-1,2.460789013E-1,2.978161527E-1
3.600974958E0,1.073055435E-1,7.725489328E-2,-3.229662788E-1,3.489842624E-1
3.610944958E0,2.324274069E-1,-1.742560348E-1,3.226072598E-1,4.341233802E-1
3.620914708E0,4.599731562E-1,-3.609488415E-1,-3.607047933E-1,6.869987762E-1
3.630884708E0,3.437323728E-1,-4.531386382E-1,-4.139752668E-1,7.034643495E-1
3.640853708E0,1.079830896E-1,-2.641516399E-1,-2.696320707E-1,3.926039863E-1
3.650823708E0,-9.105364613E-2,-1.191822983E-1,5.956704766E-1,6.142625687E-1
3.660793708E0,-2.211686297E-1,-9.350980561E-2,-6.814929843E-2,2.496076389E-1
3.670763708E0,-1.880812829E-1,-1.501720844E-1,2.472202778E-1,3.450276651E-1
3.680733708E0,-1.123329430E-1,-1.986807865E-1,1.004610121E-1,2.493695249E-1
3.690703708E0,-5.797565483E-2,-1.904866629E-1,2.950306213E-1,3.559345625E-1
3.700673708E0,-2.723848667E-2,8.232358871E-2,1.950046420E-3,8.673471678E-2
3.710643708E0,-2.104637666E-1,2.097792038E-1,3.289298540E-1,4.432800021E-1
3.720613708E0,-3.650052012E-1,1.417178146E-1,2.674867272E-2,3.924643007E-1
3.730583708E0,-1.730832843E-1,8.891917488E-2,-2.621856415E-1,3.265053654E-1
3.740552708E0,1.399199968E-1,1.089358386E-1,4.413653791E-2,1.827365765E-1
3.750522708E0,4.411045202E-1,1.333687033E-1,-3.279147774E-1,5.655868722E-1
3.760492708E0,6.057906912E-1,7.760981927E-2,-4.624749970E-1,7.660866586E-1
3.770462708E0,4.444764633E-1,8.901490476E-2,-4.779198325E-1,6.587035342E-1
3.780432708E0,1.780311617E-1,1.374392425E-1,1.008077520E-1,2.464687460E-1
3.790402708E0,1.896076620E-2,1.936688456E-1,-1.830044013E-1,2.671287018E-1
3.800372708E0,-2.864079151E-1,-8.595094549E-2,-8.748837948E-2,3.115626348E-1
3.810342708E0,-4.234884309E-1,-2.105610131E-1,8.787780404E-2,4.810414740E-1
3.820312708E0,-3.897562823E-1,-2.847895520E-1,1.363553149E-1,5.016052436E-1
3.830281708E0,-2.841698933E-1,-1.974981140E-1,-2.240477622E-2,3.467852467E-1
3.840251708E0,1.170657524E-1,-9.279713966E-4,1.500722980E-1,1.903337757E-1
3.850221708E0,1.520137564E-1,1.088998234E-2,2.616301560E-1,3.027822855E-1
3.860191708E0,-2.538301896E-2,-3.141080394E-2,-1.622426927E-2,4.352198490E-2
3.870161708E0,5.503070466E-2,3.159239653E-2,5.164371961E-1,5.203208967E-1
3.880131708E0,3.253750027E-1,1.144569806E-1,1.313471746E-1,3.690817973E-1
3.890101708E0,1.121159016E-1,-1.915875657E-1,-1.650522798E-1,2.766189180E-1
3.900071708E0,-5.915237043E-2,-1.715088484E-1,-2.228256941E-2,1.827862164E-1
3.910041708E0,2.023867518E-4,-3.141665116E-2,1.977616042E-1,2.002416016E-1
3.920010708E0,1.019617000E-1,7.656994678E-2,-3.508393711E-1,3.732926591E-1
3.929980708E0,2.697756929E-1,1.505580189E-1,-3.298297405E-2,3.107000453E-1
3.939950708E0,3.213979825E-1,9.844450844E-2,-1.044821423E-1,3.520007137E-1
3.949920708E0,2.697947694E-1,-1.636530959E-1,-2.876637143E-1,4.269917633E-1
3.959890708E0,2.377719082E-2,-2.358634135E-1,2.437429386E-1,3.400110657E-1
3.969860708E0,4.648982294E-2,-1.041463660E-1,-1.601768714E-1,1.966326507E-1
3.979830708E0,-4.580496781E-2,-9.621396013E-2,-9.673224270E-2,1.439178515E-1
3.989800708E0,-2.105137237E-1,-1.552045271E-1,2.715090269E-1,3.769902184E-1
3.999770708E0,-2.717972946E-1,-2.414530045E-1,2.244395256E-2,3.642486153E-1
4.009740708E0,-3.047012582E-1,-3.558258766E-1,-2.215586025E-1,5.182114679E-1
4.019709708E0,-1.934393424E-1,-2.951667518E-1,2.776620519E-1,4.490416524E-1
4.029679708E0,-5.614065237E-2,-1.837473814E-1,-1.288246858E-1,2.313237400E-1
4.039649708E0,-1.382969194E-1,-2.589325796E-1,-1.651376492E-1,3.368123541E-1
4.049619708E0,-1.113722820E-1,-2.955102392E-1,-2.398235500E-2,3.167100251E-1
4.059589708E0,1.324101985E-2,-2.888276391E-1,-7.774750292E-2,2.994017434E-1
4.069559708E0,4.582093801E-2,-1.864274162E-1,-1.893872219E-1,2.696706504E-1
4.079529708E0,1.209502039E-1,-1.143887144E-2,6.869192004E-2,1.395649651E-1
4.089499708E0,1.877494168E-1,1.260480806E-1,4.574218333E-2,2.307169467E-1
4.099469708E0,1.758633065E-1,1.287130588E-1,3.616970658E-2,2.209144670E-1
4.109438708E0,3.272686601E-2,6.340099387E-2,1.666900849E-1,1.813182787E-1
4.119408708E0,-6.006259918E-2,-2.867920406E-2,8.021678209E-2,1.042340861E-1
4.129378708E0,-4.474987429E-2,-4.615755491E-2,7.017009616E-2,9.516781766E-2
4.139348708E0,1.032887256E-1,3.245233923E-2,7.853746176E-2,1.337529366E-1
4.149318708E0,8.961274602E-2,6.021248890E-2,1.831464887E-2,1.095053169E-1
4.159288708E0,7.261558447E-2,3.644163866E-2,-8.906420410E-2,1.205547535E-1
4.169258708E0,6.364979289E-2,4.745340753E-2,3.067273915E-2,8.511133267E-2
4.179228708E0,-4.374265485E-3,6.220834460E-3,-4.955281377E-2,5.013296652E-2
4.189198708E0,-5.403338894E-2,3.823388334E-2,-1.229786396E-2,6.732513954E-2
4.199167708E0,-1.179190804E-1,7.337596005E-2,4.722679138E-2,1.466946177E-1
4.209137708E0,-7.004777972E-2,8.136879321E-2,-1.749253035E-2,1.087821703E-1
4.219107708E0,4.208062034E-2,6.270996261E-2,-7.334513426E-2,1.052750053E-1
4.229077708E0,1.194873402E-1,4.752030334E-2,-3.105280817E-2,1.322863583E-1
4.239047708E0,1.334667172E-1,2.960125515E-2,-1.212882096E-1,1.827578417E-1
4.249017708E0,5.633086961E-2,4.378106374E-2,-7.269083083E-2,1.018523701E-1
4.258987708E0,-7.887729462E-2,1.080748178E-3,-5.518894494E-2,9.627364783E-2
4.268957708E0,-2.150815320E-1,-6.130798303E-2,1.273582041E-2,2.240110161E-1
4.278927708E0,-2.280224801E-1,-2.507434079E-2,-4.262620211E-3,2.294365793E-1
4.288896708E0,-1.301642829E-1,1.860097971E-2,8.828827858E-2,1.583778934E-1
4.298866708E0,-3.052283116E-3,9.342918713E-2,-3.203046262E-2,9.881437130E-2
4.308836708E0,1.686335898E-1,1.460951681E-1,1.650435090E-2,2.237263493E-1
4.318806708E0,2.632249110E-1,1.763724528E-1,-1.176050484E-2,3.170692438E-1
4.328776708E0,2.593522635E-1,1.705572872E-1,-3.928276420E-2,3.128841964E-1
4.338746708E0,9.196913738E-2,9.186573302E-2,-5.527723789E-2,1.412558252E-1
4.348716708E0,-5.140495587E-2,-2.266896073E-2,3.276545763E-2,6.503788498E-2
4.358686708E0,-1.246789003E-1,-7.998048149E-2,-3.965581656E-2,1.533436969E-1
4.368656708E0,-1.535694081E-1,-1.133594034E-1,-3.511019111E-2,1.940789606E-1
4.378625708E0,-1.647856103E-1,-1.491405077E-1,-7.773873210E-3,2.223906956E-1
4.388595708E0,-2.738123182E-2,-6.426088175E-2,2.944891691E-2,7.580522071E-2
4.398565708E0,1.264190317E-1,3.645135965E-2,-3.656731725E-2,1.365563689E-1
4.408535708E0,1.284990324E-1,-8.663033713E-3,-1.178307509E-1,1.745598332E-1
4.418505708E0,6.950559665E-2,-4.405040111E-2,4.038496435E-2,9.166466685E-2
4.428475708E0,1.140872173E-2,-8.920974495E-2,1.418300629E-2,9.104776325E-2
4.438445708E0,-4.287726693E-2,-8.755876534E-2,7.416023612E-3,9.777522597E-2
4.448415708E0,-2.901856184E-2,-5.282171795E-2,6.040173769E-4,6.027085245E-2
4.458385708E0,-9.746139050E-3,-2.268403558E-2,1.651177686E-1,1.669533774E-1
4.468354708E0,6.367150068E-2,4.626225661E-2,-3.850859284E-2,8.761945052E-2
4.478324708E0,7.001233097E-2,7.365299016E-2,8.743166149E-2,1.340551561E-1
4.488294708E0,1.003962542E-1,5.492399298E-2,8.102077425E-2,1.402156151E-1
4.498264708E0,9.417178351E-2,3.708499683E-2,7.375677824E-3,1.014791724E-1
4.508234708E0,1.350399837E-2,2.205454627E-2,-1.899409533E-2,3.208639338E-2
4.518204708E0,-7.572648592E-2,-1.977636142E-2,4.741624117E-2,9.150904364E-2
4.528174708E0,-5.201467428E-2,-3.087041158E-2,-5.692498326E-2,8.305999261E-2
4.538144708E0,-6.485494059E-2,-9.946552366E-3,-6.601038694E-2,9.307238262E-2
4.548114708E0,-6.133882709E-2,1.902002407E-2,-9.163756371E-2,1.119002060E-1
4.558084708E0,-6.546275865E-2,7.648848776E-2,-1.150012833E-1,1.528435693E-1
4.568053708E0,-1.320355016E-1,1.425725131E-1,-5.286292255E-2,2.013821833E-1
4.578023708E0,-6.500039008E-2,8.827230837E-2,-1.984194160E-2,1.114035627E-1
4.587993708E0,4.779243641E-2,7.422674820E-4,-1.221389794E-1,1.311586758E-1
4.597963708E0,1.133614317E-1,5.290816538E-3,-2.351861233E-1,2.611346769E-1
4.607933708E0,9.765434861E-2,-2.118791582E-2,-1.472071624E-1,1.779192183E-1
4.617903708E0,9.033761803E-2,-4.821021996E-2,-4.465460122E-2,1.117100888E-1
4.627874333E0,2.635223150E-2,-6.479749169E-2,-2.099033475E-2,7.303252144E-2
4.637844333E0,-1.786645979E-2,-8.740465466E-2,2.924718797E-2,9.388387532E-2
4.647814333E0,-6.928073466E-3,-1.044828001E-1,1.441443908E-1,1.781635741E-1
4.657783333E0,-4.340976555E-2,-1.118270675E-1,1.544208723E-1,1.955390155E-1
4.667753333E0,-8.549944907E-3,-7.072141550E-2,1.860788673E-1,1.992485007E-1
4.677723333E0,8.829332180E-3,-5.233508343E-2,2.384588099E-1,2.442939255E-1
4.687693333E0,3.666248068E-2,-4.518901845E-2,1.657779193E-1,1.756943465E-1
4.697663333E0,1.907494405E-1,5.889993517E-2,2.242986077E-1,3.002739030E-1
4.707633333E0,2.435196846E-1,1.636402321E-1,1.810064077E-1,3.447365400E-1
4.717603333E0,4.435438324E-2,1.802853730E-2,-1.077992678E-2,4.907694256E-2
4.727573333E0,-3.014849972E-2,-1.538610745E-1,-2.864317060E-2,1.593819109E-1
4.737542333E0,-6.285303667E-2,-2.188170806E-1,-5.140813529E-2,2.333971194E-1
4.747512333E0,-8.175894868E-2,-1.835343783E-1,-3.067607206E-1,3.667036043E-1
4.757482333E0,-1.354792558E-1,-1.457480993E-1,-5.752081454E-2,2.071371075E-1
4.767452333E0,-5.746427927E-2,-1.287476853E-1,-2.358006656E-1,2.747363532E-1
4.777422333E0,-4.781458274E-2,-1.294695972E-1,-1.613936770E-1,2.123594356E-1
4.787392333E0,2.714887809E-2,-7.071726764E-2,-1.871430606E-1,2.018923442E-1
4.797362333E0,4.368173417E-2,-3.229877673E-2,-9.963480055E-2,1.134830312E-1
4.807332333E0,4.882973246E-2,-2.689901926E-3,-1.602207255E-1,1.675179371E-1
4.817302333E0,3.092219599E-2,-1.334025806E-2,4.043875873E-2,5.262544914E-2
4.827272333E0,-5.805652913E-2,-5.418863252E-2,-4.077321947E-2,8.927162984E-2
4.837241333E0,-2.367519345E-2,-5.406529281E-2,8.807602465E-2,1.060233785E-1
4.847211333E0,-1.946669653E-2,-3.196954194E-2,1.094704020E-1,1.156925788E-1
4.857181333E0,4.251108505E-2,9.333855528E-3,2.019464564E-1,2.065833596E-1
4.867151333E0,3.013983853E-2,4.609486179E-2,8.842101038E-2,1.041701552E-1
4.877121333E0,4.079496380E-2,1.867527589E-3,2.491024965E-1,2.524277530E-1
4.887091333E0,2.256213941E-2,-1.322705962E-2,6.567651093E-2,7.069235693E-2
4.897061333E0,5.224790510E-2,-3.543107534E-2,1.115216053E-1,1.281494172E-1
4.907031333E0,3.663901873E-2,-3.245719973E-2,2.499392331E-2,5.495983725E-2
4.917000333E0,4.063515209E-2,-1.394005448E-2,1.216805577E-3,4.297698593E-2
4.926970333E0,1.742751662E-2,4.272487387E-4,-5.291086972E-2,5.570871576E-2
4.936940333E0,5.239759382E-2,3.199486770E-2,-5.233258009E-2,8.067142205E-2
4.946910333E0,3.144928593E-2,5.114025973E-2,-5.946969151E-2,8.450460319E-2
4.956880333E0,1.194706757E-2,5.240208887E-2,-1.259449321E-1,1.369336966E-1
4.966850333E0,-2.309507657E-2,5.887837356E-2,-2.604583740E-2,6.839905760E-2
4.976820333E0,-5.084212482E-2,3.947754957E-2,-1.986193907E-1,2.087895135E-1
4.986790333E0,-1.063129786E-2,4.064779669E-2,8.802983165E-3,4.292738500E-2
4.996760333E0,-9.214846417E-3,6.594654266E-2,-2.017757177E-1,2.124789405E-1
5.006729333E0,-2.560985439E-2,6.937522201E-2,4.304310858E-2,8.556573652E-2
5.016699333E0,-3.418041073E-2,4.646833442E-2,-1.707556540E-1,1.802362337E-1
5.026669333E0,-6.597428039E-2,-1.054037366E-2,1.574883217E-1,1.710738922E-1
5.036639333E0,-2.583076950E-2,3.000657683E-2,-1.889469266E-1,1.930506783E-1
5.046609333E0,2.008902300E-2,2.656437580E-2,1.808842009E-1,1.839247918E-1
5.056579333E0,2.979434118E-2,3.033718206E-2,-1.142721355E-1,1.219268975E-1
5.066549333E0,2.167624969E-2,1.181956172E-2,1.877845001E-1,1.894005816E-1
5.076519333E0,1.221098164E-1,3.950366104E-2,-5.660455585E-2,1.402691065E-1
5.086489333E0,1.086738285E-1,3.153746925E-2,1.430661643E-1,1.824076213E-1
5.096458333E0,7.159330845E-2,1.879185475E-3,1.956478357E-3,7.164468550E-2
5.106428333E0,3.651710428E-2,-1.010004178E-2,7.099396884E-2,8.047144438E-2
5.116398333E0,-6.807887603E-2,-7.792777989E-2,7.230608404E-2,1.262364529E-1
5.126368333E0,-2.238131426E-3,-5.612049775E-2,-6.004154921E-2,8.221622183E-2
5.136338333E0,-5.358969491E-2,-8.878794143E-2,1.620596749E-1,1.924019027E-1
5.146308333E0,2.061139863E-2,-3.472794766E-2,-2.385102654E-1,2.419049540E-1
5.156278333E0,-3.960516505E-2,-5.148106104E-2,2.131158078E-1,2.227941118E-1
5.166248333E0,3.337546840E-2,2.577783393E-2,-2.715318310E-1,2.747871065E-1
5.176218333E0,-5.961930715E-3,1.531095246E-2,1.888486934E-1,1.895621240E-1
5.186187333E0,7.817632310E-2,6.383869451E-2,-2.367648715E-1,2.573801095E-1
5.196157333E0,7.150505204E-2,6.594427686E-2,8.985591710E-2,1.324224526E-1
5.206127333E0,2.420078505E-2,3.557299823E-2,-1.520164973E-1,1.579877579E-1
5.216097333E0,1.985425729E-2,5.998567175E-3,4.645612836E-3,2.125455385E-2
5.226067333E0,-8.159285121E-2,-4.556621868E-2,-5.825931787E-2,1.101263900E-1
5.236037333E0,-1.068768695E-2,-1.566671899E-2,-5.436039448E-2,5.757365043E-2
5.246007333E0,-3.417449042E-2,-4.413588010E-3,7.630967259E-2,8.372897758E-2
5.255977333E0,1.696576931E-2,3.136888672E-2,-1.226365775E-1,1.277167746E-1
5.265947333E0,-7.936718166E-3,-7.110104598E-3,1.722297370E-1,1.725590548E-1
5.275916333E0,5.633309886E-2,-1.648695543E-3,-1.369236642E-1,1.480683155E-1
5.285886333E0,1.321492665E-2,3.862789432E-2,2.101232028E-1,2.140525843E-1
5.295856333E0,2.257047169E-2,2.418474175E-2,-1.570334083E-1,1.604799652E-1
5.305826333E0,4.332965869E-2,2.468127999E-3,1.757164317E-1,1.809967275E-1
5.315796333E0,5.064229622E-2,-8.925153427E-3,-7.566238582E-2,9.148276974E-2
5.325766333E0,3.102605715E-2,-4.214143138E-3,8.517346680E-2,9.074632043E-2
5.335736333E0,-5.331271961E-3,2.168231618E-2,2.935302258E-2,3.688014682E-2
5.345706333E0,1.412767701E-2,3.219559165E-2,4.148950338E-2,5.438314325E-2
5.355675333E0,3.045595363E-3,2.787512055E-2,3.818758070E-2,4.737709696E-2
5.365645333E0,5.448143184E-3,4.156577300E-2,-7.257564068E-2,8.381300239E-2
5.375615333E0,2.342394590E-3,-6.513889600E-3,6.171677649E-2,6.210376857E-2
5.385585333E0,3.992884498E-2,2.526009953E-2,-1.676700783E-1,1.742000013E-1
5.395555333E0,6.533276774E-3,6.213360988E-3,9.051548302E-2,9.096341147E-2
5.405525333E0,3.658986557E-2,2.324129350E-2,-2.065979165E-1,2.110963644E-1
5.415495333E0,-3.918369044E-2,2.170382297E-2,9.207844377E-2,1.023955924E-1
5.425465333E0,2.376662929E-2,6.436552864E-2,-1.585665482E-1,1.727747787E-1
5.435435333E0,3.342776444E-2,8.789006492E-2,6.144078791E-2,1.123256398E-1
5.445404333E0,1.951186627E-2,7.785077937E-2,-8.036880970E-2,1.135808186E-1
5.455374333E0,2.129402451E-2,1.106178450E-1,8.060269833E-2,1.385154796E-1
5.465344333E0,-1.114888608E-2,1.046301317E-1,2.175164223E-3,1.052449213E-1
5.475314333E0,3.979519956E-2,1.054051984E-1,4.868801057E-2,1.227372646E-1
5.485284333E0,8.271836713E-3,8.977864249E-2,4.382371187E-2,1.002454271E-1
5.495254333E0,4.137321688E-2,4.922204409E-2,-5.416860580E-2,8.407609978E-2
5.505224333E0,4.553705569E-2,3.690318497E-2,4.171812952E-2,7.194352530E-2
5.515194333E0,5.038889252E-2,3.925414938E-2,-7.494200885E-2,9.846945427E-2
5.525164333E0,2.165191066E-2,4.485132348E-2,2.890512586E-2,5.758430996E-2
5.535133333E0,-1.377117958E-2,1.386407722E-2,-2.280706465E-2,3.003365150E-2
5.545103333E0,-4.791796882E-2,2.122908387E-2,8.114765882E-3,5.303447146E-2
5.555073333E0,-5.703330293E-2,-3.826132871E-2,5.208699703E-3,6.887566675E-2
5.565043333E0,-3.851601150E-2,-2.310569292E-2,-4.093460262E-2,6.077004096E-2
5.575013333E0,-5.002830204E-2,-2.643266726E-2,6.111919105E-2,8.328908943E-2
5.584983333E0,2.904765174E-2,2.693677034E-2,-1.245141184E-1,1.306641548E-1
5.594953333E0,1.352256328E-2,-4.710681383E-3,1.170606726E-1,1.179332494E-1
5.604923333E0,4.285965219E-2,-3.502182506E-2,-1.552242798E-1,1.647970116E-1
5.614893333E0,1.527387746E-2,-7.818505738E-2,1.108211088E-1,1.364826461E-1
5.624862000E0,-4.191773884E-2,-9.509763530E-2,-2.257580727E-1,2.485304096E-1
5.634832000E0,-3.196680106E-2,-8.766916808E-2,1.210361946E-1,1.528316714E-1
5.644802000E0,2.471552275E-2,-5.312144257E-2,-1.357010114E-1,1.478090296E-1
5.654772000E0,4.176494379E-2,-1.052029213E-2,4.359625518E-2,6.128311792E-2
5.664742000E0,2.458863817E-2,7.686183248E-3,4.381318688E-2,5.082591745E-2
5.674712000E0,4.396528758E-2,6.864521541E-3,-1.929639637E-2,4.850174307E-2
5.684682000E0,-2.099764377E-2,-3.501718383E-2,1.064351124E-1,1.139979708E-1
5.694652000E0,2.680656016E-3,-2.949865479E-2,-5.865985215E-2,6.571403811E-2
5.704621000E0,-4.399938416E-2,-7.025981437E-2,1.629788572E-1,1.828510191E-1
5.714591000E0,4.048977569E-3,-3.140685707E-4,-1.530461919E-1,1.531000644E-1
5.724561000E0,3.247485101E-2,-8.975951113E-3,2.479049867E-1,2.501840644E-1
5.734531000E0,4.038021348E-2,3.356097132E-2,-2.849014896E-1,2.896994291E-1
5.744501000E0,3.731970772E-2,1.489421044E-2,2.239542067E-1,2.275304041E-1
5.754471000E0,3.692929644E-2,-1.999565028E-4,-2.058407021E-1,2.091272520E-1
5.764441000E0,1.166190617E-2,-3.996478708E-2,1.061035752E-1,1.139787390E-1
5.774411000E0,-1.592818089E-2,-2.440227645E-2,-2.164592457E-1,2.184119573E-1
5.784381000E0,-9.587935321E-3,-2.291838102E-2,8.103422284E-2,8.475686382E-2
5.794350000E0,8.063493110E-3,-3.931751858E-2,-1.247216946E-1,1.310205644E-1
5.804320000E0,2.974087570E-2,-4.456272684E-3,2.403731883E-2,3.849897076E-2
5.814290000E0,-3.985853221E-2,-2.626519935E-2,-3.289877415E-2,5.797320612E-2
5.824260000E0,4.956655473E-2,-1.383469496E-3,-3.891906738E-3,4.973835817E-2
5.834230000E0,6.061845012E-3,-6.457189880E-3,6.235704660E-2,6.298287487E-2
5.844200000E0,7.879843030E-2,6.044016486E-2,-9.907405257E-2,1.402778459E-1
5.854170000E0,-2.033014756E-2,1.133179978E-1,-1.329463881E-1,1.758664995E-1
5.864140000E0,-1.242127676E-2,9.028833697E-2,-3.274616182E-1,3.399079041E-1
5.874109000E0,-2.369138293E-2,3.965941625E-2,-5.125552297E-2,6.900202574E-2
5.884079000E0,2.183956973E-2,2.802004013E-3,-4.789735007E-1,4.794793347E-1
5.894049000E0,-4.709705628E-2,-1.186912784E-1,3.141621262E-1,3.391217979E-1
5.904019000E0,-1.109330465E-1,-9.972006027E-2,-3.139311612E-2,1.524328014E-1
5.913989000E0,-6.662397914E-2,-9.841287866E-2,4.742191297E-1,4.888840683E-1
5.923959000E0,3.515601866E-2,-1.067824004E-1,4.908866179E-1,5.035951731E-1
5.933929000E0,1.232912829E-1,-6.491547754E-2,4.699161637E-1,4.901387156E-1
5.943899000E0,1.164190504E-1,-1.050508571E-1,3.430029327E-1,3.771473050E-1
